Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
5067,"23.0173915, 72.5304396","132 Ft. Ring Road, Nr Shyamal Char Rasta, Opposite Someshver Jain Temple",Medilink Hospital,0,0,0,"132 Ft. Ring Road, Nr Shyamal Char Rasta, Opposite Someshver Jain Temple",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,079  26743051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5068,"23.0272274, 72.5861375","112, First Floor, Business Centre, Patharkuva, Relief Road",Memon Ent Hospital,0,0,0,"112, First Floor, Business Centre, Patharkuva, Relief Road",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5069,nan,B And C Shri Krishna Towers,Navjivan Maternity and Orthopaedic Hospital,0,0,0,B And C Shri Krishna Towers,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5070,"23.0309628, 72.561022","OppositeSardar Patel Seva Samaj Hall, In Lane Opp Navrang Pura",Navneet Memorial Hospital,0,0,0,"OppositeSardar Patel Seva Samaj Hall , In Lane Opp Navrang Pura",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5071,nan,Nidhi Complex Opp Mehsan Society,Nidhi Surgical Hospital and Endoscopy Center,0,0,0,Nidhi Complex Opp Mehsan Society,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5072,nan,"Oculus, Jaydeep Tower Near Shreyas Crossing, Paldi",Oculus Eye Hospital,0,0,0,"Oculus, Jaydeep Tower Near Shreyas Crossing, Paldi",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5073,nan,Ahamdabad,Orthopedic and Trauma Centre,0,0,0,,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5074,nan,"119,120 Bharvi Tower, Nr Petrol Pump. N H No 8, Ctm",Patadia Hospital and Pathology Laboratory,0,0,0,"119,120 Bharvi Tower, Nr Petrol Pump. N H No 8, Ctm",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5075,"23.0127576, 72.5670958",Behind: Shahaliji Dargah,Peshant House Hospital,0,0,0,Behind: Shahaliji Dargah,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5076,nan,"In Lane Of Canara Bank, Nr. Acher Cross Roads, Ramnagar, Sabarmati",Platinum Diagnostics,0,0,0,"In Lane Of Canara Bank, Nr. Acher Cross Roads, Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5077,"23.0504316, 72.6468533","3Rd-4Th Floor,Shreeram Residency,OppositeNilkanth Mahadev Mandir",Rugved Multispeciality Hospital,0,0,0,"3Rd-4Th Floor,Shreeram Residency,OppositeNilkanth Mahadev Mandir",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5078,"23.0250378, 72.5233135","2Nd Floor, Sangini Complex, Near Doctor House, Near Parimal Crossing",Sangini Hospital,0,0,0,"2Nd Floor, Sangini Complex, Near Doctor House, Near Parimal Crossing",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5079,"23.0487456, 72.6062142","Hospital Bipin Complex, Surat",Sanjeevani Fracture andAccident Hospital,0,0,0,"Hospital Bipin Complex, Surat",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5080,"22.99546, 72.3820779","Anand Shopping Centrer, Opp: Isanpur Bus Stand",Sanjivani Hospital,0,0,0,"Anand Shopping Centrer, Opp: Isanpur Bus Stand",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5081,nan,"Satellite Road, Umiya Vijay 4 Roads",Satellite Hospital and Physiotherapy Centre,0,0,0,"Satellite Road, Umiya Vijay 4 Roads",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5082,nan,"Samir Complex, Beside Police Station, Sarkhej",Shilp Orthopaedic Hospital,0,0,0,"Samir Complex, Beside Police Station, Sarkhej",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5083,nan,"Opposite N.C. Bodiwala College, Kalupur Tankshal",Shreeji Eye and Orthopaedic Hospital,0,0,0,"Opposite N.C. Bodiwala College, Kalupur Tankshal",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5084,"23.0834799, 72.5912216","2Nd Floor, Mansarovar Complex,Ramnagar Chowk, Sabarmati",Sivmm Kidney Hospital,0,0,0,"2Nd Floor, Mansarovar Complex,Ramnagar Chowk, Sabarmati",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5085,"23.0054634, 72.5904116",Ami Ganga Complex Rohit Mill Circle,Smruti Hospital,0,0,0,Ami Ganga Complex Rohit Mill Circle,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5086,"23.0342994, 72.5802205","Shahpur Mill Compound, Bahai Centre",Urvashi Nursing Home,0,0,0,"Shahpur Mill Compound, Bahai Centre",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5087,"23.107887, 72.5783798","24-Utkarsh-2 Bunglows, Behind Janta Nagar, Chandkheda",Utkarsh Hospital,0,0,0,"24-Utkarsh-2 Bunglows, Behind Janta Nagar, Chandkheda",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5088,"22.5546275, 72.9673719",Ahamdabad,Vihar Hospital,0,0,0,,Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5089,nan,"Opp L.G. Hospital,Maninagar",Vinayak Children Hospital-Maninagar,0,0,0,"Opp L.G. Hospital,Maninagar",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5090,nan,"Opposite S.T. Staiton, Himmatnagar",Vrundavan Eye Hospital,0,0,0,"Opposite S.T. Staiton, Himmatnagar",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5091,nan,"28, Krishna Park, Opposite Borsalli Appt., Khanpur",Vyoma General Nursing Home,0,0,0,"28, Krishna Park, Opposite Borsalli Appt., Khanpur",Gujarat,Ahmedabad,0,380001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5092,nan,"4Th Floor, A8Stmangal Complex, Near Rajasthan Hospital, Camp Road, Shahibaug",Sankalp I.C.U Pvt. Ltd.,0,0,0,"4Th Floor, A8Stmangal Complex, Near Rajasthan Hospital , Camp Road, Shahibaug",Gujarat,Ahmedabad,0,380002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5093,"23.0835144, 72.5911599","2Nd Floor Mansarovar Plaza Ramnagar, Sabarmati",Shreeji Clinic and Nursing Home,0,0,0,"2Nd Floor Mansarovar Plaza Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5094,"23.054805, 72.5964358","2Nd Floor, Shukan Mall, Nr. Rajasthan Hospital, Shahibaug",Adinath Hospital,0,0,0,"2Nd Floor, Shukan Mall, Nr. Rajasthan Hospital, Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5095,"23.0400753, 72.5777945",Jay Kunj Cplx. Shanker Bhavan Outside Shahpur Darwaja,Adwait Ent Hospital,0,0,0,Jay Kunj Cplx. Shanker Bhavan Outside Shahpur Darwaja,Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5096,nan,"B/8-9-10, 1St Floor, Manibhadra Enclave, Opposite Rajasthan Hospital",Agarwals Multi Speciality Dental Clinic,0,0,0,"B/8-9-10, 1St Floor, Manibhadra Enclave, Opposite Rajasthan Hospital",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5097,"23.0544298, 72.5958726","312-316,Aust-Mangal Complex,Shahibaug Camp Road,Nr.Maha Pragna Over Bridge",Akshar Krupa Hospital,0,0,0,"312-316,Aust-Mangal Complex,Shahibaug Camp Road,Nr.Maha Pragna Over Bridge",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5098,"23.0539474, 72.5955185","2Nd Floor, Shubh Complex, Nr. Rajasthan Hospital, Shahibaug",Akshardeep Orthopaedic Hospital,0,0,0,"2Nd Floor, Shubh Complex, Nr. Rajasthan Hospital, Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5099,"23.0538573, 72.5956231","S-15, 2Nd Floor, Shubh Complex, Near Rajasthan Hospital, Shahibaug",Arihant Heart and Medical Hospital,0,0,0,"S-15, 2Nd Floor, Shubh Complex, Near Rajasthan Hospital, Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5100,nan,"3Rd Floor, Patel House, O/S Deriyapur Darwaja",Ashadeep Hospital,0,0,0,"3Rd Floor, Patel House, O/S Deriyapur Darwaja",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5101,nan,"Nr. Shahibaug Underbridge,Rajbhavan Rd",Asopalov Eye Hospital,0,0,0,"Nr. Shahibaug Underbridge,Rajbhavan Rd",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,22866381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5102,"23.0545187, 72.595823","213/214,Second Floor,Austmangal Complex,Shahibaug",Austmangal Surgical Hospital,0,0,0,"213/214,Second Floor,Austmangal Complex,Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,252196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5103,"23.0462013, 72.5887862","Pramukh Vatika, Opposite Baps Swami Narayan Mandir, Shahibaug Road",Baps Yogiji Maharaj Hospital,0,0,0,"Pramukh Vatika, Opposite Baps Swami Narayan Mandir, Shahibaug Road",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5104,"23.0495869, 72.5928806","Nr. Shahibag Railway Crossing, Shahibag",Bharti-Vallabh Hospital,0,0,0,"Nr. Shahibag Railway Crossing, Shahibag",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5105,"23.0488268, 72.5948212","Rajmin Guess House, Girdhar Nagar Road",Chandramani Hospital,0,0,0,"Rajmin Guess House , Girdhar Nagar Road",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,079  22866539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5106,nan,"5, Shah Colony, Shahpur Gate",Dr. Ajay Shah Nursing Home,0,0,0,"5, Shah Colony , Shahpur Gate",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5107,nan,"Nr Suvandana Appt, Nr Yamunaji Haveli, Maninagar-Isanpur Road",Eva Women's Hospital and Gynaec Endoscopy Centre,0,0,0,"Nr Suvandana Appt, Nr Yamunaji Haveli, Maninagar-Isanpur Road",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5108,"23.0557144, 72.5907777","Near Under Bridge, Rejbhavan Road, Shahibag",Eye Research Centre And Retina Foundation,0,0,0,"Near Under Bridge, Rejbhavan Road, Shahibag",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5109,nan,"1St Floor, N D Shroff Market, Nr Vasna Bus Stop",Feny Orthopedics Hospital,0,0,0,"1St Floor, N D Shroff Market, Nr Vasna Bus Stop",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5110,"23.0869528, 72.628334",Camp Road Opp Swaminarayan Temple Shahibagh,Gujarat Research And Medical Institute,0,0,0,Camp Road Opp Swaminarayan Temple Shahibagh,Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5111,nan,"Vedanta, Near Samved Hospital",Hemato-Oncology Clinic Ahmedabad Pvt Ltd,0,0,0,"Vedanta, Near Samved Hospital",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,7940042225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5112,"23.0549308, 72.6008186","8/A, Navinchandra Park, Civil Camp Road",Jeel Children Hospital And Neonatal and Vaccination Center,0,0,0,"8/A, Navinchandra Park, Civil Camp Road",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5113,"23.0856728, 72.6335469","3, Madhavbaug Apts. & Shopping Centre, 2 Nd Floor, Opposite Police Comissioner's Office, Shashibaug, 2 Nd Floor, Opposite Police Comissioner's Office",Jeevandeep Hospital,0,0,0,"3, Madhavbaug Apts. & Shopping Centre, 2 Nd Floor, Opposite Police Comissioner's Office, Shashibaug, 2 Nd Floor, Opposite Police Comissioner's Office",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,2563 1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5114,"23.0493049, 72.5944694","66,Mahalaxmi Society,B/H.Sujata Flat, OppositeRushika Appt. Shahibaug",Kalptaru Hospital,0,0,0,"66,Mahalaxmi Society,B/H.Sujata Flat, OppositeRushika Appt. Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5115,nan,"1418/5,Patel House,Ground Floor,Outside Daria Pur Gate",M.G. Patel Hospital Pvt. Ltd.,0,0,0,"1418/5,Patel House,Ground Floor,Outside Daria Pur Gate",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5116,nan,"Swastik Complex, Opposite Rajasthan Hospital, Shahibaug",Reshambhai Hospital,0,0,0,"Swastik Complex, Opposite Rajasthan Hospital , Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,"26602525 ,26621919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5117,"23.0545162, 72.5971869","Kedar Tower, Opp Rajasthan Hospitals, Shahibaug,",Shiv Sharddha Nursing Home and Super Speciality Clinics,0,0,0,"Kedar Tower, Opp Rajasthan Hospitals, Shahibaug,",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,22860555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5118,"23.0544261, 72.5959396","No. 211, 2Nd Floor, Austmangal Complex, Near Rajasthan Hospital",Shreeji Neonatal and Child Care,0,0,0,"No. 211, 2Nd Floor, Austmangal Complex, Near Rajasthan Hospital",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5119,"23.0539511, 72.595426","2Nd Floor, Shubh Complex Nr. Rajasthan Hospital, Opp Kedar Flat, Shahibagh",Sparsh Netralaya,0,0,0,"2Nd Floor, Shubh Complex Nr. Rajasthan Hospital, Opp Kedar Flat, Shahibagh",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5120,nan,"Block-C,Neelkanth Park-Ii,Ghoda Camp Road,Shahibaug",Vatsalya Surgical and Children Hospital,0,0,0,"Block-C,Neelkanth Park-Ii,Ghoda Camp Road,Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5121,"23.0544878, 72.6029496","4-Vishwakarma Colony, 1St Floor, B/H New Civil Hospital, Near Alaknanda Mandakini Flats, Shahibaug",Zeal Maternity And Nursing Home,0,0,0,"4-Vishwakarma Colony, 1St Floor, B/H New Civil Hospital, Near Alaknanda Mandakini Flats, Shahibaug",Gujarat,Ahmedabad,0,380004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5122,"23.0839074, 72.5911881","Neelkamal Complex, B/H. Old Kamal Cinema,Ramnagar,Sabarmati",Aashirwad Surgical Hospital and Nursing Home,0,0,0,"Neelkamal Complex, B/H. Old Kamal Cinema,Ramnagar,Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5123,"23.082678, 72.5896941","Opposite Bank Of India,Ramnagar,Sabarmati",Amruta Hospital and Heart Centre,0,0,0,"Opposite Bank Of India,Ramnagar,Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5124,nan,"Subh Complex, Near Rajasthan Hospital, Shahibaugh",Anand Multi Speciality Hospital Pvt Ltd,0,0,0,"Subh Complex , Near Rajasthan Hospital, Shahibaugh",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5125,nan,"Nr Ramji Mandir, Ramnagar",Dev Medical Hospital and Icu,0,0,0,"Nr Ramji Mandir, Ramnagar",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5126,nan,"2425-26 Baronet Complex,Ramnagar, Sabarmati",Dhruvi E.N.T. Hospital,0,0,0,"# 2425-26 Baronet Complex,Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5127,"23.0838463, 72.5911814","Nilkamal Comlex, 1St. Floor Behind: Shribalaji Comlex, Ramnagar",Divya Jyot Eye Hospital,0,0,0,"Nilkamal Comlex, 1St. Floor Behind: Shribalaji Comlex, Ramnagar",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,2750 2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5128,"23.0826952, 72.5887057","Neminath Apts., 1T Floor,Behind Jain Derasar, Ramnagar, Sabarmati",Khara Fracture and Orthopaedic Hospital,0,0,0,"Neminath Apts., 1T Floor,Behind Jain Derasar, Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5129,nan,"1 St Floor, Block-B, Dhanjibhai Complex, Opp:Dena Bank",Navin Hospital,0,0,0,"1 St Floor, Block-B, Dhanjibhai Complex, Opp:Dena Bank",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5130,"23.0838969, 72.5912485","2Nd Floor, Neelkamal Shopping Centre Near Kamal Talkies, Sabarmati",Neelkamal Hospital Pvt Ltd (Pooja Hospital),0,0,0,"2Nd Floor, Neelkamal Shopping Centre Near Kamal Talkies, Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5131,nan,"Highway, Ramnagar",Netra Chikitsa Trust,0,0,0,"Highway, Ramnagar",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5132,"23.0997283, 72.5914751","3Rd Floor, Urja Avenue, Near Deshawar Hotel, Sabarmati, Gandhinagar Highway",Om Pediatric and Neonatal Criticare Hospital,0,0,0,"3Rd Floor, Urja Avenue, Near Deshawar Hotel, Sabarmati, Gandhinagar Highway",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5133,nan,"Highway, Ramnagar, Savarmati",Panchhil Hospital,0,0,0,"Highway, Ramnagar, Savarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,27504098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5134,nan,"Near Canara Bank, Highway, Ramnagar, Sabarmati",Panchsheel Hospital,0,0,0,"Near Canara Bank, Highway, Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5135,nan,"2Nd Floor, Sahyog Plaza, Opposite Government Engg. College, Motera",Param Hospital,0,0,0,"2Nd Floor, Sahyog Plaza, Opposite Government Engg. College, Motera",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5136,"23.0837834, 72.5889122","OppositeOmkar Dairy, Near Ramji Mandir, Ramnagar Vidyanagar Main Road","Parth Hospital,",0,0,0,"OppositeOmkar Dairy, Near Ramji Mandir, Ramnagar Vidyanagar Main Road",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5137,"23.1067781, 72.5980747","303 Vitthal Mall, Second Floor, Nanakram Super Market,Opposite H H High School, Ram Nagar, Chandkheda",Pushpa Children Hospital and Neonatal Care,0,0,0,"303 Vitthal Mall, Second Floor, Nanakram Super Market,Opposite H H High School , Ram Nagar, Chandkheda",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,797570612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
5138,"23.0829627, 72.5906964","Ramnagar, Sabarmati",Sabarmati Development Society Sanchalit Sheth Shri Pukhraj Raichand General Hospital,0,0,0,"Ramnagar, Sabarmati",Gujarat,Ahmedabad,0,380005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,474
